Medicine,Year,Type,Value
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2010,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2010,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2011,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2012,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2015,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2018,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2018,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2021,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2022,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2023,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2024,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2024,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2024,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1967,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1967,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1967,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1969,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1969,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1970,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1971,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1971,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1972,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1973,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1973,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1974,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1975,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1975,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1980,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1984,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1984,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1985,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1985,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1985,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1986,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1987,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1987,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1987,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1987,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1987,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1988,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1988,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1988,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1988,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1988,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1988,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1988,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1988,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1989,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1989,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1989,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1990,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1990,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1991,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1991,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1992,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1992,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1992,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1992,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1992,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1993,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1993,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1994,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1994,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1998,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1998,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1998,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1999,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1999,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1999,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1999,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2000,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2000,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2000,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2000,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2000,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2001,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2001,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2003,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2003,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2004,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2004,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2006,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2007,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2007,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2007,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2009,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2009,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2009,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2010,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2010,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2010,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2010,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2011,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2011,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2012,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2012,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2012,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2013,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2013,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2013,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2013,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2015,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2015,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1967,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1971,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1971,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1986,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1988,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1989,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1989,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1989,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1990,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1990,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1990,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1991,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1992,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1992,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1993,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1994,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1994,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1998,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1998,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1999,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1999,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2000,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2000,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2001,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2003,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2003,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2003,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2004,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2004,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2007,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2007,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2007,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2009,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2010,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2012,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2013,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2013,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2013,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2013,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2015,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2018,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2018,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2019,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2019,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2020,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2021,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1967,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1969,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1970,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1972,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1974,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1974,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1975,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1977,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1985,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1986,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1986,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1986,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1986,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1989,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1990,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1991,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1991,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1991,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1991,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1992,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1992,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1993,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1994,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1994,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1994,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1994,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1998,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1998,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1998,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1999,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1999,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2000,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2001,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2003,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2004,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2004,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2006,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2006,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2006,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2006,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2007,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2007,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2009,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2009,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2009,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2009,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2012,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2015,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2017,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2018,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2018,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2019,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2020,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2022,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2022,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2022,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2022,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2023,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2023,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2024,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2025,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2025,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1971,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1984,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1989,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1990,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1992,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1993,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1994,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2003,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2004,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2007,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2008,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1970,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1975,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1985,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1989,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1991,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1992,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1994,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2000,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2001,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2003,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2007,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2010,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2015,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2017,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2017,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1994,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2001,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2001,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2006,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2009,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2012,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2019,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2020,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2020,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2022,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2023,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2024,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1967,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1970,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1975,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1985,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1986,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1986,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1987,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1991,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1992,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1993,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1994,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1996,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1997,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1998,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1998,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1998,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1999,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1999,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2001,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2001,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2002,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2004,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2005,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2009,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2009,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2009,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2011,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2011,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2012,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2012,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2013,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2014,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2015,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1988,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,1995,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2016,Actual,1
Hydrochlorothiazide 25 MG Oral Tablet,2021,Actual,1
amLODIPine 2.5 MG Oral Tablet,1972,Actual,1
